Day of Year,Year,Month,Day,First Hour of Period,Is Daylight,Distance to Solar Noon,Average Temperature (Day),Average Wind Direction (Day),Average Wind Speed (Day),Sky Cover,Visibility,Relative Humidity,Average Wind Speed (Period),Average Barometric Pressure (Period),Power Generated
154,2009,6,3,10,True,0.145785877,61,28,12.9,3,10.0,54,14.0,29.9,24872
66,2009,3,7,16,True,0.399713467,52,28,6.3,2,10.0,67,14.0,30.07,15836
318,2008,11,13,22,False,1.090016367,60,28,6.0,0,10.0,87,8.0,30.1,0
40,2009,2,9,13,True,0.150706436,48,29,16.2,1,10.0,47,28.0,29.97,28891
56,2009,2,25,1,False,0.924332344,56,17,7.6,3,10.0,83,6.0,30.07,0
222,2009,8,10,16,True,0.272067715,73,30,10.3,2,10.0,55,20.0,29.91,17623
296,2008,10,22,22,False,0.922374429,68,14,2.7,0,10.0,57,0.0,30.05,0
12,2009,1,12,10,True,0.132879046,59,9,9.5,3,10.0,48,17.0,30.31,815
275,2008,10,1,22,False,0.851274788,66,29,7.8,3,10.0,84,9.0,29.95,0
182,2009,7,1,16,True,0.255656109,65,31,8.6,1,10.0,55,15.0,29.8,21784
119,2009,4,29,16,True,0.283110571,54,27,15.2,2,10.0,48,16.0,30.17,20125
31,2009,1,31,19,True,0.738287561,51,28,5.0,0,10.0,83,7.0,30.09,1
191,2009,7,10,1,False,0.770547945,61,28,14.6,3,10.0,83,9.0,29.98,0
256,2008,9,12,19,True,0.55126498,60,28,11.7,3,10.0,80,13.0,29.88,436
140,2009,5,20,22,False,0.68989547,57,27,12.3,1,10.0,80,8.0,29.92,0
308,2008,11,3,22,False,1.058730159,58,20,10.6,2,10.0,86,11.0,29.94,0
72,2009,3,13,19,True,0.563202247,52,27,11.5,2,10.0,83,14.0,30.07,277
68,2009,3,9,7,True,0.455192034,49,29,13.2,1,10.0,53,14.0,30.07,2292
170,2009,6,19,10,True,0.147688839,63,27,23.3,2,10.0,63,21.0,29.77,28536
237,2009,8,25,22,False,0.739622642,63,29,9.8,1,10.0,90,15.0,29.97,0
319,2008,11,14,1,False,0.973770492,66,10,6.5,0,10.0,90,3.0,30.1,0
326,2008,11,21,7,True,0.395309883,55,28,6.6,1,10.0,80,3.0,30.16,523
68,2009,3,9,19,True,0.568990043,49,29,13.2,0,10.0,63,16.0,30.13,244
61,2009,3,2,19,True,0.667638484,57,19,20.8,4,10.0,75,26.0,29.89,0
107,2009,4,17,13,True,0.063989962,57,28,12.1,3,10.0,42,14.0,30.21,32802
81,2009,3,22,13,True,0.059945504,49,29,22.1,2,10.0,54,26.0,30.21,20678
333,2008,11,28,4,False,0.710884354,53,24,3.9,4,10.0,83,3.0,30.22,0
83,2009,3,24,13,True,0.059539919,52,27,10.7,1,10.0,60,17.0,30.23,32254
170,2009,6,19,13,True,0.05524239,63,27,23.3,3,10.0,65,33.0,29.75,26470
127,2009,5,7,16,True,0.278903456,59,27,16.8,1,10.0,52,26.0,30.09,19576
269,2008,9,25,19,True,0.581944444,67,29,9.3,1,10.0,70,11.0,29.89,51
201,2009,7,20,22,False,0.675925926,61,28,14.6,3,10.0,90,15.0,29.99,0
252,2008,9,8,1,False,0.875328084,64,31,5.8,3,10.0,90,7.0,29.76,0
50,2009,2,19,22,False,0.965098634,53,16,3.0,0,10.0,69,0.0,30.16,0
144,2009,5,24,1,False,0.769319493,52,25,13.0,4,10.0,86,10.0,29.99,0
219,2009,8,7,13,True,0.054021609,64,27,16.1,2,10.0,61,23.0,30.06,33210
355,2008,12,20,4,False,0.746945899,43,29,2.3,0,10.0,82,5.0,30.35,0
144,2009,5,24,19,True,0.476355248,52,25,13.0,4,8.0,83,14.0,29.99,383
174,2009,6,23,4,True,0.55530474,66,30,11.5,1,10.0,77,8.0,29.71,0
11,2009,1,11,22,False,1.09556314,48,3,2.7,1,10.0,77,0.0,30.31,0
231,2009,8,19,4,False,0.610148515,65,30,8.6,4,10.0,87,6.0,29.82,0
253,2008,9,9,1,False,0.878787879,63,21,10.5,3,10.0,84,7.0,29.76,0
211,2009,7,30,19,True,0.476415094,63,26,11.6,4,9.0,84,14.0,29.93,2225
288,2008,10,14,10,True,0.171851852,65,29,4.9,0,10.0,63,5.0,30.18,22832
192,2009,7,11,16,True,0.256849315,62,28,13.3,4,10.0,65,23.0,30.01,14217
305,2008,10,31,1,False,1.025117739,65,15,13.0,3,10.0,63,13.0,30.0,0
127,2009,5,7,10,True,0.150178784,59,27,16.8,1,10.0,65,5.0,30.16,30054
26,2009,1,26,16,True,0.456486043,47,32,6.6,1,10.0,51,6.0,30.12,10514
7,2009,1,7,22,False,1.10652921,49,1,3.8,0,7.0,86,8.0,30.16,0
312,2008,11,7,19,False,0.782958199,62,30,5.2,1,10.0,87,15.0,30.12,0
365,2008,12,30,13,True,0.186086957,50,34,4.6,1,5.0,86,3.0,30.15,22458
302,2008,10,28,19,False,0.66407465,58,29,10.4,1,10.0,90,17.0,30.14,0
193,2009,7,12,4,True,0.565714286,62,28,16.1,3,10.0,93,14.0,30.02,0
118,2009,4,28,22,False,0.72228989,53,27,14.5,2,10.0,74,11.0,30.17,0
279,2008,10,5,4,False,0.68579627,65,28,11.1,1,10.0,84,10.0,29.96,0
283,2008,10,9,10,True,0.170305677,62,27,14.6,0,10.0,47,5.0,30.0,24973
65,2009,3,6,10,True,0.116546763,52,28,12.6,3,10.0,67,14.0,30.15,21939
157,2009,6,6,16,True,0.263337117,62,28,10.6,2,10.0,59,18.0,29.94,20959
90,2009,3,31,19,True,0.537037037,57,27,12.6,2,10.0,62,31.0,29.97,716
318,2008,11,13,16,True,0.500818331,60,28,6.0,1,10.0,75,20.0,30.11,6592
254,2008,9,10,4,False,0.642857143,64,28,9.7,4,10.0,81,7.0,29.77,0
262,2008,9,18,22,False,0.808683853,60,26,7.9,0,10.0,67,6.0,29.98,0
142,2009,5,22,19,True,0.478612717,59,27,10.2,4,8.0,83,14.0,29.92,1561
211,2009,7,30,13,True,0.051886792,63,26,11.6,1,10.0,66,18.0,29.95,32389
259,2008,9,15,13,True,0.073825503,60,28,12.6,1,10.0,63,16.0,29.95,28239
342,2008,12,7,22,False,1.138169257,50,27,6.6,4,10.0,80,6.0,30.07,0
189,2009,7,8,22,False,0.66552901,64,28,17.7,1,10.0,80,22.0,29.94,0
88,2009,3,29,1,False,0.89747004,54,28,19.6,1,10.0,86,21.0,29.92,0
89,2009,3,30,13,True,0.061088977,57,32,15.4,0,10.0,24,3.0,30.08,33045
255,2008,9,11,7,True,0.405835544,61,29,11.4,4,8.0,84,3.0,29.87,292
359,2008,12,24,1,False,1.064572426,51,14,10.4,4,10.0,83,9.0,29.88,0
300,2008,10,26,4,False,0.731481481,60,29,11.3,1,8.0,93,9.0,30.05,0
164,2009,6,13,4,True,0.553047404,64,26,10.1,3,10.0,84,3.0,29.92,0
22,2009,1,22,4,False,0.73255814,53,2,2.6,4,4.0,93,0.0,29.98,0
224,2009,8,12,13,True,0.054678007,71,29,12.5,1,10.0,42,22.0,29.98,32295
311,2008,11,6,10,True,0.084935897,60,30,4.6,0,10.0,62,8.0,30.35,19412
320,2008,11,15,22,False,1.097199341,69,14,5.0,0,10.0,48,3.0,30.07,0
70,2009,3,11,16,True,0.311173975,50,28,5.9,2,10.0,57,14.0,30.0,16173
292,2008,10,18,7,True,0.443609023,59,29,10.3,2,10.0,90,10.0,30.02,542
90,2009,3,31,13,True,0.060846561,57,27,12.6,3,10.0,45,16.0,30.07,31423
91,2009,4,1,1,False,0.887862797,56,27,19.3,2,10.0,77,26.0,29.98,0
267,2008,9,23,22,False,0.824827586,69,29,8.7,0,10.0,75,11.0,29.94,0
197,2009,7,16,19,True,0.464367816,60,30,13.0,1,10.0,83,20.0,29.99,1992
57,2009,2,26,7,True,0.389053254,53,27,11.1,4,10.0,90,7.0,30.16,262
60,2009,3,1,13,True,0.143484627,59,14,9.9,4,10.0,87,16.0,29.97,2687
80,2009,3,21,16,True,0.304644809,52,22,10.9,4,10.0,78,17.0,29.95,6459
97,2009,4,7,4,False,0.637305699,56,18,9.9,3,10.0,64,10.0,29.88,0
330,2008,11,25,4,False,0.704391892,55,36,3.3,3,10.0,83,0.0,30.03,0
114,2009,4,24,4,False,0.600985222,53,27,24.4,4,10.0,74,21.0,29.97,0
155,2009,6,4,16,True,0.263636364,62,27,8.6,3,10.0,54,15.0,29.92,18577
165,2009,6,14,16,True,0.259593679,64,26,9.6,3,10.0,53,14.0,29.95,20955
86,2009,3,27,10,True,0.180965147,62,28,9.9,1,10.0,65,0.0,30.03,25704
167,2009,6,16,19,True,0.461104848,61,27,15.0,4,10.0,84,20.0,29.92,2179
21,2009,1,21,7,True,0.434276206,55,4,2.4,3,10.0,77,3.0,29.99,0
176,2009,6,25,16,True,0.257046223,65,26,8.6,2,10.0,51,18.0,29.91,22023
298,2008,10,24,16,True,0.376722818,68,29,4.9,1,10.0,33,7.0,29.96,7934
40,2009,2,9,16,True,0.433281005,48,29,16.2,1,10.0,64,26.0,30.0,12843
291,2008,10,17,1,False,0.980538922,70,31,4.4,0,10.0,52,0.0,30.03,0
365,2008,12,30,19,False,0.812173913,50,34,4.6,1,10.0,86,6.0,30.15,0
184,2009,7,3,10,True,0.151927438,61,29,14.4,1,10.0,65,14.0,29.96,27457
98,2009,4,8,4,False,0.633548387,56,21,9.6,3,10.0,86,10.0,29.98,0
268,2008,9,24,22,False,0.828492393,66,29,10.1,0,10.0,62,11.0,29.92,0
216,2009,8,4,4,False,0.591179976,66,27,12.0,4,10.0,87,3.0,30.02,0
139,2009,5,19,4,True,0.565774156,59,28,14.4,2,10.0,90,5.0,29.94,0
14,2009,1,14,16,True,0.476271186,55,9,2.3,2,10.0,40,3.0,30.14,8636
265,2008,9,21,7,True,0.41369863,63,27,14.4,4,10.0,84,8.0,29.98,997
345,2008,12,10,7,True,0.421875,51,12,4.0,0,6.0,80,10.0,30.36,98
154,2009,6,3,16,True,0.264236902,61,28,12.9,2,10.0,51,18.0,29.88,20355
191,2009,7,10,16,True,0.256849315,61,28,14.6,2,10.0,63,21.0,29.98,20796
312,2008,11,7,13,True,0.204180064,62,30,5.2,0,10.0,75,0.0,30.16,24011
186,2009,7,5,1,False,0.765039728,61,27,15.1,3,10.0,78,8.0,29.98,0
360,2008,12,25,19,False,0.818815331,47,28,21.1,1,10.0,68,20.0,29.91,0
120,2009,4,30,16,True,0.282424242,55,27,12.0,4,10.0,50,14.0,30.07,13827
72,2009,3,13,13,True,0.05758427,52,27,11.5,1,10.0,72,14.0,30.12,31880
206,2009,7,25,22,False,0.682242991,60,29,15.0,1,10.0,93,16.0,29.99,0
191,2009,7,10,13,True,0.051369863,61,28,14.6,3,10.0,65,21.0,30.01,32108
103,2009,4,13,22,False,0.749682338,55,27,19.6,2,10.0,71,17.0,29.97,0
46,2009,2,15,13,True,0.147692308,49,13,16.6,4,10.0,83,24.0,29.7,3695
346,2008,12,11,4,False,0.734375,50,29,4.9,1,10.0,83,0.0,30.18,0
123,2009,5,3,4,False,0.586040915,59,23,9.8,4,10.0,87,11.0,30.09,0
151,2009,5,31,4,True,0.555936073,58,27,11.8,4,10.0,90,10.0,29.98,0
242,2009,8,30,13,True,0.06385696,61,27,15.8,2,10.0,68,23.0,29.86,32524
302,2008,10,28,13,True,0.104199067,58,29,10.4,1,10.0,72,20.0,30.17,23748
80,2009,3,21,4,False,0.678961749,52,22,10.9,4,10.0,86,16.0,29.92,0
58,2009,2,27,16,True,0.410029499,52,32,5.2,3,10.0,62,0.0,30.14,11279
356,2008,12,21,22,False,1.137870855,49,12,5.1,4,10.0,96,10.0,29.87,0
306,2008,11,1,13,True,0.105678233,63,16,12.8,4,4.0,90,15.0,29.93,1200
108,2009,4,18,22,False,0.740601504,59,30,8.3,0,10.0,80,7.0,30.07,0
18,2009,1,18,19,True,0.773109244,55,14,2.5,0,10.0,58,0.0,30.25,0
145,2009,5,25,4,True,0.561059908,56,28,10.6,4,9.0,86,7.0,29.97,0
251,2008,9,7,4,False,0.637434555,62,29,14.9,1,10.0,87,7.0,29.74,0
296,2008,10,22,7,True,0.447488584,68,14,2.7,0,10.0,34,8.0,30.08,2921
317,2008,11,12,4,False,0.675367047,60,28,5.9,4,10.0,96,8.0,30.27,0
150,2009,5,30,16,True,0.266285714,61,26,11.2,2,10.0,63,18.0,29.97,20724
243,2009,8,31,7,True,0.396927017,63,27,13.9,4,10.0,87,9.0,29.9,464
328,2008,11,23,4,False,0.7003367,56,17,4.0,0,9.0,89,6.0,30.04,0
183,2009,7,2,13,True,0.05209513,64,29,12.3,1,10.0,57,17.0,29.87,34373
12,2009,1,12,1,False,1.052810903,59,9,9.5,1,10.0,71,0.0,30.29,0
133,2009,5,13,10,True,0.148235294,58,27,16.6,3,10.0,50,13.0,30.06,29472
185,2009,7,4,22,False,0.664399093,64,27,11.0,1,10.0,78,11.0,29.99,0
197,2009,7,16,22,False,0.671264368,60,30,13.0,1,10.0,90,14.0,30.03,0
151,2009,5,31,7,True,0.350456621,58,27,11.8,4,10.0,83,7.0,30.0,785
308,2008,11,3,16,True,0.487301587,58,20,10.6,4,3.0,90,21.0,29.75,95
345,2008,12,10,4,False,0.734375,51,12,4.0,0,9.0,86,6.0,30.35,0
263,2008,9,19,16,True,0.32244898,63,21,7.3,4,10.0,63,10.0,29.97,1628
361,2008,12,26,1,False,1.06445993,47,29,4.9,0,10.0,71,10.0,30.04,0
242,2009,8,30,19,True,0.523627075,61,27,15.8,3,10.0,84,17.0,29.85,895
228,2009,8,16,4,False,0.606134969,65,30,11.1,1,10.0,83,6.0,29.9,0
52,2009,2,21,13,True,0.146084337,55,14,6.9,4,10.0,83,0.0,30.04,12785
217,2009,8,5,19,True,0.482676225,66,26,14.0,3,10.0,70,13.0,29.96,1588
175,2009,6,24,7,True,0.351747463,63,32,7.9,1,10.0,78,3.0,29.83,1983
315,2008,11,10,16,True,0.495948136,55,28,8.5,3,10.0,70,9.0,30.07,4945
138,2009,5,18,7,True,0.356228172,59,29,15.6,3,10.0,90,15.0,29.88,2927
31,2009,1,31,16,True,0.447495961,51,28,5.0,0,10.0,67,10.0,30.09,10570
162,2009,6,11,4,True,0.552542373,63,26,16.3,4,10.0,78,10.0,29.94,0
147,2009,5,27,4,True,0.55912744,60,30,11.4,1,10.0,86,9.0,29.85,0
259,2008,9,15,7,True,0.409395973,60,28,12.6,4,7.0,90,7.0,30.01,413
86,2009,3,27,1,False,0.904825737,62,28,9.9,0,9.0,86,11.0,29.98,0
302,2008,10,28,16,True,0.384136858,58,29,10.4,1,10.0,65,15.0,30.14,7480
195,2009,7,14,19,True,0.46277205,73,30,10.4,1,10.0,68,18.0,29.82,1952
230,2009,8,18,16,True,0.280246914,62,29,11.5,1,10.0,68,21.0,29.81,18020
82,2009,3,23,10,True,0.184531886,49,29,13.5,0,10.0,43,18.0,30.38,27378
173,2009,6,22,16,True,0.257046223,67,29,10.7,0,10.0,42,24.0,29.77,21260
112,2009,4,22,16,True,0.287484511,61,29,13.4,2,10.0,68,18.0,29.83,18819
342,2008,12,7,4,False,0.727115717,50,27,6.6,2,5.0,89,6.0,30.16,0
143,2009,5,23,10,True,0.14665127,53,24,12.7,4,9.0,80,11.0,29.98,5451
223,2009,8,11,1,False,0.818181818,66,30,9.3,2,10.0,90,8.0,29.97,0
160,2009,6,9,7,True,0.349547511,62,26,11.2,4,10.0,87,8.0,29.91,2579
56,2009,2,25,22,False,0.945103858,56,17,7.6,4,10.0,80,9.0,30.15,0
31,2009,1,31,7,True,0.424878837,51,28,5.0,0,10.0,89,0.0,30.16,292
285,2008,10,11,7,True,0.434017595,61,31,14.6,0,10.0,34,10.0,29.97,0
210,2009,7,29,1,False,0.795294118,65,27,13.6,4,10.0,84,7.0,29.85,0
121,2009,5,1,10,True,0.153753027,56,17,8.5,3,10.0,60,0.0,29.98,12336
224,2009,8,12,4,False,0.60145808,71,29,12.5,2,10.0,93,7.0,29.99,0
161,2009,6,10,10,True,0.145927602,62,26,10.5,4,8.0,73,14.0,29.96,11037
282,2008,10,8,16,True,0.352685051,66,27,12.6,1,10.0,61,25.0,29.92,11063
225,2009,8,13,13,True,0.056029233,67,28,21.2,1,10.0,48,28.0,29.97,32235
151,2009,5,31,19,True,0.471461187,58,27,11.8,3,9.0,80,13.0,29.93,1894
134,2009,5,14,22,False,0.697183099,60,27,21.5,3,10.0,90,14.0,30.03,0
305,2008,10,31,22,False,0.952904239,65,15,13.0,3,10.0,78,11.0,30.06,0
240,2009,8,28,19,True,0.519695044,78,29,6.6,4,10.0,32,13.0,29.9,271
164,2009,6,13,10,True,0.146726862,64,26,10.1,4,10.0,65,8.0,29.98,20529
42,2009,2,11,13,True,0.149765991,49,22,7.7,3,10.0,72,8.0,30.12,0
330,2008,11,25,13,True,0.20777027,55,36,3.3,4,7.0,75,0.0,30.01,2606
110,2009,4,20,22,False,0.735990037,75,31,5.5,0,10.0,44,0.0,29.98,0
108,2009,4,18,4,False,0.612781955,59,30,8.3,1,10.0,93,3.0,30.11,0
245,2008,9,1,16,True,0.296915167,69,28,7.5,0,10.0,20,23.0,29.85,16280
135,2009,5,15,13,True,0.063305979,58,29,12.9,2,10.0,65,23.0,29.93,33434
48,2009,2,17,7,True,0.403669725,51,18,11.8,4,10.0,80,11.0,29.79,114
362,2008,12,27,10,True,0.12369338,45,12,1.3,2,10.0,80,3.0,30.42,6570
33,2009,2,2,1,False,1.003215434,54,7,1.8,0,10.0,77,0.0,30.22,0
75,2009,3,16,7,True,0.442280946,59,20,8.6,4,10.0,96,7.0,30.22,324
254,2008,9,10,10,True,0.166666667,64,28,9.7,3,10.0,68,3.0,29.84,18380
338,2008,12,3,22,False,1.134020619,53,33,3.7,3,9.0,83,7.0,30.08,0
243,2009,8,31,4,False,0.627400768,63,27,13.9,4,10.0,90,11.0,29.86,0
227,2009,8,15,19,True,0.49754902,67,30,8.5,1,10.0,72,9.0,29.89,1091
23,2009,1,23,7,True,0.433774834,54,32,2.7,4,4.0,96,3.0,30.02,0
129,2009,5,9,10,True,0.149466192,58,28,16.8,1,10.0,60,15.0,29.98,29580
155,2009,6,4,4,True,0.554545455,62,27,8.6,3,10.0,78,5.0,29.93,0
317,2008,11,12,13,True,0.205546493,60,28,5.9,3,9.0,84,3.0,30.26,12683
276,2008,10,2,4,False,0.681365576,67,27,9.5,4,10.0,87,6.0,29.92,0
351,2008,12,16,10,True,0.115183246,43,5,9.3,3,10.0,86,10.0,29.99,4935
334,2008,11,29,1,False,1.020477816,57,12,2.8,2,8.0,93,0.0,30.19,0
339,2008,12,4,4,False,0.722891566,54,6,7.4,2,10.0,80,13.0,30.05,0
281,2008,10,7,22,False,0.871387283,65,28,10.2,0,10.0,81,11.0,30.05,0
246,2008,9,2,4,False,0.630154639,72,29,6.8,0,10.0,49,0.0,29.87,0
131,2009,5,11,4,False,0.573789847,57,27,23.5,1,10.0,80,20.0,29.96,0
24,2009,1,24,19,True,0.755775578,52,27,10.0,4,10.0,80,9.0,30.14,0
30,2009,1,30,7,True,0.426256078,52,29,4.8,1,10.0,89,3.0,30.31,0
272,2008,9,28,7,True,0.420757363,61,30,12.3,1,10.0,93,8.0,29.94,2406
241,2009,8,29,13,True,0.062420382,74,29,12.4,1,10.0,40,24.0,29.86,29731
204,2009,7,23,1,False,0.786046512,60,26,13.6,4,10.0,87,11.0,29.91,0
181,2009,6,30,16,True,0.255367232,65,32,8.1,2,10.0,59,15.0,29.77,22350
327,2008,11,22,4,False,0.697986577,54,28,6.0,0,10.0,83,5.0,30.08,0
331,2008,11,26,7,True,0.401694915,55,34,2.1,4,9.0,83,0.0,29.85,69
78,2009,3,19,1,False,0.931224209,59,28,12.4,3,10.0,80,3.0,30.04,0
73,2009,3,14,16,True,0.30952381,51,27,12.9,4,10.0,64,16.0,30.03,10900
193,2009,7,12,7,True,0.36,62,28,16.1,3,10.0,93,11.0,30.05,6342
36,2009,2,5,19,True,0.72611465,55,16,10.3,2,10.0,80,14.0,29.9,2
354,2008,12,19,10,True,0.116928447,49,26,9.2,3,9.0,80,8.0,30.32,7715
271,2008,9,27,10,True,0.167597765,66,29,9.1,0,10.0,73,3.0,29.95,22037
189,2009,7,8,13,True,0.051194539,64,28,17.7,0,10.0,55,24.0,29.96,33563
246,2008,9,2,19,True,0.529639175,72,29,6.8,0,10.0,65,11.0,29.84,491
21,2009,1,21,19,True,0.763727121,55,4,2.4,4,10.0,77,3.0,29.98,0
67,2009,3,8,1,False,0.971428571,52,26,13.4,3,10.0,83,6.0,30.07,0
130,2009,5,10,13,True,0.063905325,58,28,15.8,2,10.0,54,21.0,29.96,33627
340,2008,12,5,7,True,0.415517241,54,15,3.5,1,6.0,86,6.0,30.17,117
301,2008,10,27,4,False,0.734883721,55,29,9.0,3,7.0,93,0.0,30.15,0
325,2008,11,20,1,False,0.994991653,57,27,6.6,4,10.0,90,7.0,30.15,0
10,2009,1,10,13,True,0.176068376,56,8,6.9,0,10.0,41,5.0,30.49,23280
42,2009,2,11,1,False,0.973478939,49,22,7.7,3,10.0,89,15.0,30.09,0
355,2008,12,20,1,False,1.061082024,43,29,2.3,1,10.0,73,6.0,30.37,0
253,2008,9,9,13,True,0.069828722,63,21,10.5,1,10.0,63,15.0,29.76,10789
285,2008,10,11,1,False,0.961876833,61,31,14.6,0,10.0,32,14.0,29.92,0
103,2009,4,13,1,False,0.85133418,55,27,19.6,2,10.0,90,13.0,30.17,0
60,2009,3,1,16,True,0.407027818,59,14,9.9,4,9.0,90,23.0,29.87,608
287,2008,10,13,7,True,0.437223043,64,28,6.4,0,10.0,49,0.0,30.26,3687
272,2008,9,28,10,True,0.168302945,61,30,12.3,1,10.0,65,9.0,29.94,22113
230,2009,8,18,22,False,0.724691358,62,29,11.5,1,10.0,90,10.0,29.84,0
234,2009,8,22,19,True,0.509363296,63,29,14.7,3,10.0,78,22.0,29.88,467
104,2009,4,14,13,True,0.063371356,50,29,26.6,1,10.0,49,40.0,29.94,36580
345,2008,12,10,22,False,1.140625,51,12,4.0,1,10.0,74,3.0,30.27,0
167,2009,6,16,22,False,0.664036077,61,27,15.0,4,10.0,81,13.0,29.95,0
247,2008,9,3,7,True,0.399741268,73,29,7.9,0,10.0,63,0.0,29.88,4854
282,2008,10,8,13,True,0.091436865,66,27,12.6,0,10.0,55,24.0,29.95,27645
204,2009,7,23,4,False,0.576744186,60,26,13.6,4,10.0,90,8.0,29.9,0
39,2009,2,8,10,True,0.132283465,50,23,9.0,4,10.0,86,6.0,29.93,2169
190,2009,7,9,19,True,0.461275626,60,26,14.7,1,10.0,72,14.0,29.97,2026
348,2008,12,13,7,True,0.424347826,49,29,15.9,2,10.0,66,14.0,29.89,75
195,2009,7,14,1,False,0.774341352,73,30,10.4,0,10.0,72,5.0,29.87,0
231,2009,8,19,7,True,0.387376238,65,30,8.6,4,10.0,84,0.0,29.85,0
314,2008,11,9,19,False,0.785137318,57,28,19.3,2,10.0,83,15.0,29.91,0
203,2009,7,22,13,True,0.051044084,59,27,13.7,3,10.0,72,17.0,29.96,34957
193,2009,7,12,1,False,0.771428571,62,28,16.1,3,10.0,90,9.0,30.01,0
182,2009,7,1,10,True,0.15158371,65,31,8.6,1,10.0,70,5.0,29.84,15670
28,2009,1,28,16,True,0.452614379,49,27,4.7,1,10.0,67,16.0,30.32,10416
107,2009,4,17,4,False,0.613550816,57,28,12.1,1,10.0,86,0.0,30.23,0
249,2008,9,5,1,False,0.869791667,77,29,8.5,0,10.0,53,3.0,29.77,0
183,2009,7,2,16,True,0.25594564,64,29,12.3,1,10.0,59,21.0,29.86,21804
187,2009,7,6,10,True,0.15323496,62,27,15.8,1,10.0,56,17.0,30.05,29899
232,2009,8,20,1,False,0.834987593,64,28,12.3,2,10.0,84,0.0,29.86,0
160,2009,6,9,16,True,0.261312217,62,26,11.2,3,10.0,61,16.0,29.92,13720
129,2009,5,9,7,True,0.362989324,58,28,16.8,1,8.0,77,9.0,29.97,8318
98,2009,4,8,16,True,0.295483871,56,21,9.6,3,10.0,65,16.0,30.06,1494
253,2008,9,9,10,True,0.167325428,63,21,10.5,4,10.0,73,5.0,29.8,5219
215,2009,8,3,10,True,0.161712247,64,27,11.5,4,10.0,70,8.0,30.02,12757
19,2009,1,19,16,True,0.467336683,55,14,1.9,0,10.0,31,0.0,30.15,9129
115,2009,4,25,16,True,0.285012285,52,26,18.0,1,10.0,64,28.0,30.15,19557
159,2009,6,8,13,True,0.057823129,61,26,14.2,2,10.0,58,18.0,29.9,36368
49,2009,2,18,1,False,0.949771689,50,7,3.8,3,10.0,93,5.0,30.15,0
113,2009,4,23,19,True,0.508641975,57,26,10.4,2,10.0,71,13.0,29.94,0
94,2009,4,4,22,False,0.766318538,53,28,6.0,0,10.0,50,0.0,30.05,0
77,2009,3,18,19,True,0.555248619,58,29,8.0,3,10.0,72,17.0,30.07,384
224,2009,8,12,16,True,0.273390036,71,29,12.5,1,10.0,50,31.0,29.94,19187
46,2009,2,15,7,True,0.406153846,49,13,16.6,4,4.0,93,22.0,29.73,0
180,2009,6,29,1,False,0.760451977,62,30,13.3,0,10.0,84,9.0,29.8,0
127,2009,5,7,13,True,0.064362336,59,27,16.8,1,10.0,51,22.0,30.15,34480
271,2008,9,27,19,True,0.586592179,66,29,9.1,0,10.0,73,15.0,29.89,0
241,2009,8,29,16,True,0.291719745,74,29,12.4,1,10.0,43,30.0,29.82,16587
252,2008,9,8,7,True,0.402887139,64,31,5.8,4,9.0,87,0.0,29.77,249
340,2008,12,5,22,False,1.136206897,54,15,3.5,1,10.0,71,5.0,30.23,0
36,2009,2,5,4,False,0.707006369,55,16,10.3,4,10.0,90,8.0,29.91,0
326,2008,11,21,19,False,0.810720268,55,28,6.6,0,10.0,83,22.0,30.1,0
9,2009,1,9,13,True,0.176369863,49,11,6.6,1,10.0,51,13.0,30.26,23728
359,2008,12,24,10,True,0.122164049,51,14,10.4,4,10.0,80,7.0,29.84,2014
333,2008,11,28,19,False,0.819727891,53,24,3.9,2,10.0,90,8.0,30.22,0
210,2009,7,29,19,True,0.475294118,65,27,13.6,3,9.0,81,17.0,29.86,771
25,2009,1,25,16,True,0.457990115,50,28,18.7,3,10.0,72,21.0,29.99,4842
118,2009,4,28,13,True,0.06455542,53,27,14.5,1,10.0,44,18.0,30.13,36400
279,2008,10,5,10,True,0.169296987,65,28,11.1,3,10.0,57,7.0,30.01,20493
96,2009,4,6,16,True,0.295719844,62,29,6.4,3,10.0,36,13.0,29.94,13463
353,2008,12,18,22,False,1.139616056,47,20,8.7,3,10.0,80,14.0,30.22,0
296,2008,10,22,16,True,0.374429224,68,14,2.7,0,10.0,21,0.0,30.02,8453
126,2009,5,6,19,True,0.494623656,64,28,10.1,3,10.0,90,14.0,30.13,907
306,2008,11,1,22,False,0.957413249,63,16,12.8,4,10.0,93,9.0,29.93,0
72,2009,3,13,10,True,0.195224719,52,27,11.5,2,10.0,77,5.0,30.18,22241
220,2009,8,8,22,False,0.703971119,67,30,9.8,1,10.0,84,9.0,29.96,0
14,2009,1,14,1,False,1.049152542,55,9,2.3,0,10.0,74,5.0,30.23,0
321,2008,11,16,7,True,0.388429752,63,5,2.0,0,10.0,90,0.0,30.09,595
231,2009,8,19,16,True,0.280940594,65,30,8.6,1,10.0,63,17.0,29.82,11166
319,2008,11,14,13,True,0.206557377,66,10,6.5,0,10.0,40,6.0,30.07,22910
182,2009,7,1,22,False,0.662895928,65,31,8.6,1,10.0,84,9.0,29.84,0
355,2008,12,20,10,True,0.118673647,43,29,2.3,2,10.0,74,0.0,30.4,12388
126,2009,5,6,10,True,0.150537634,64,28,10.1,4,10.0,84,3.0,30.16,19992
95,2009,4,5,22,False,0.765625,59,23,3.5,0,10.0,39,0.0,30.04,0
