Day of Year,Year,Month,Day,First Hour of Period,Is Daylight,Distance to Solar Noon,Average Temperature (Day),Average Wind Direction (Day),Average Wind Speed (Day),Sky Cover,Visibility,Relative Humidity,Average Wind Speed (Period),Average Barometric Pressure (Period),Power Generated
17,2009,1,17,4,False,0.740740741,52,6,1.1,1,10.0,83,0.0,30.23,0
108,2009,4,18,7,True,0.387218045,59,30,8.3,4,1.75,96,6.0,30.15,6153
276,2008,10,2,7,True,0.425320057,67,27,9.5,4,10.0,81,0.0,29.96,53
233,2009,8,21,22,False,0.731008717,68,29,9.2,0,10.0,78,10.0,29.86,0
211,2009,7,30,7,True,0.372641509,63,26,11.6,4,10.0,81,8.0,29.93,1353
43,2009,2,12,7,True,0.409937888,49,22,6.0,2,10.0,86,0.0,30.14,860
365,2008,12,30,16,True,0.499130435,50,34,4.6,1,10.0,83,6.0,30.12,7453
52,2009,2,21,22,False,0.959337349,55,14,6.9,4,10.0,78,15.0,29.92,0
10,2009,1,10,10,True,0.131623932,56,8,6.9,0,10.0,69,10.0,30.53,12646
156,2009,6,5,10,True,0.145289444,64,26,8.0,3,10.0,67,7.0,29.94,18124
190,2009,7,9,4,True,0.563781321,60,26,14.7,3,10.0,90,11.0,29.96,0
289,2008,10,15,16,True,0.364583333,68,29,6.4,1,10.0,34,18.0,30.0,9209
338,2008,12,3,4,False,0.721649485,53,33,3.7,4,5.0,93,0.0,30.18,0
116,2009,4,26,10,True,0.155637255,55,26,14.8,1,10.0,62,3.0,30.07,28930
336,2008,12,1,7,True,0.409246575,53,28,6.9,4,0.25,100,3.0,30.14,0
186,2009,7,5,13,True,0.052213394,61,27,15.1,3,10.0,72,18.0,30.03,29059
325,2008,11,20,13,True,0.207011686,57,27,6.6,3,10.0,78,11.0,30.22,14702
343,2008,12,8,13,True,0.204152249,50,33,4.9,1,10.0,77,9.0,30.07,15878
148,2009,5,28,1,False,0.764908257,61,31,8.0,1,10.0,90,8.0,29.88,0
51,2009,2,20,16,True,0.419062027,54,32,1.3,4,10.0,58,0.0,30.07,0
321,2008,11,16,16,True,0.504132231,63,5,2.0,1,6.0,50,0.0,30.04,5578
97,2009,4,7,7,True,0.404145078,56,18,9.9,3,10.0,77,6.0,29.9,680
142,2009,5,22,10,True,0.14566474,59,27,10.2,1,10.0,67,7.0,29.91,19578
197,2009,7,16,10,True,0.156321839,60,30,13.0,1,10.0,73,13.0,30.05,26433
271,2008,9,27,1,False,0.921787709,66,29,9.1,1,10.0,90,10.0,29.95,0
208,2009,7,27,10,True,0.159250585,61,29,14.2,1,10.0,70,14.0,29.95,0
55,2009,2,24,4,False,0.660208644,55,27,5.3,4,10.0,96,3.0,30.17,0
319,2008,11,14,7,True,0.383606557,66,10,6.5,0,10.0,86,0.0,30.12,934
260,2008,9,16,10,True,0.167115903,59,28,12.7,3,10.0,72,7.0,29.98,16170
221,2009,8,9,22,False,0.705669481,71,29,9.7,0,10.0,75,9.0,29.88,0
350,2008,12,15,7,True,0.426829268,46,21,8.9,4,9.0,80,8.0,29.76,0
50,2009,2,19,16,True,0.418816388,53,16,3.0,2,10.0,40,10.0,30.13,13347
127,2009,5,7,22,False,0.707985697,59,27,16.8,0,10.0,77,17.0,30.08,0
34,2009,2,3,16,True,0.442307692,56,32,3.1,1,10.0,58,8.0,29.97,10469
61,2009,3,2,4,False,0.644314869,57,19,20.8,3,10.0,87,17.0,29.91,0
327,2008,11,22,22,False,1.11409396,54,28,6.0,1,8.0,100,0.0,30.09,0
297,2008,10,23,1,False,0.998473282,69,31,4.3,0,10.0,58,0.0,30.05,0
71,2009,3,12,10,True,0.196050776,51,28,9.5,1,10.0,77,5.0,30.13,22968
137,2009,5,17,4,True,0.567094516,74,30,9.0,0,10.0,65,0.0,29.87,0
240,2009,8,28,10,True,0.166454892,78,29,6.6,3,10.0,66,3.0,29.97,23873
230,2009,8,18,7,True,0.386419753,62,29,11.5,4,9.0,84,7.0,29.87,806
5,2009,1,5,10,True,0.129533679,46,4,4.2,4,10.0,68,0.0,30.2,1847
44,2009,2,13,7,True,0.408668731,49,21,8.1,3,10.0,89,0.0,29.97,677
239,2009,8,27,19,True,0.517721519,71,29,9.8,3,10.0,47,22.0,29.95,1090
125,2009,5,5,4,False,0.582035928,64,23,7.3,4,7.0,90,3.0,30.03,0
354,2008,12,19,22,False,1.139616056,49,26,9.2,1,10.0,77,9.0,30.36,0
210,2009,7,29,10,True,0.16,65,27,13.6,1,10.0,68,14.0,29.88,10750
51,2009,2,20,22,False,0.963691377,54,32,1.3,1,10.0,74,5.0,30.06,0
88,2009,3,29,7,True,0.418109188,54,28,19.6,1,10.0,77,18.0,29.94,4374
94,2009,4,4,4,False,0.643603133,53,28,6.0,0,10.0,83,6.0,30.02,0
289,2008,10,15,7,True,0.438988095,68,29,6.4,0,10.0,80,3.0,30.06,3359
97,2009,4,7,22,False,0.761658031,56,18,9.9,4,10.0,80,9.0,29.95,0
332,2008,11,27,16,True,0.512733447,56,29,7.2,3,10.0,78,11.0,30.11,633
329,2008,11,24,1,False,1.006745363,54,15,2.7,1,10.0,86,0.0,30.05,0
359,2008,12,24,22,False,1.134380454,51,14,10.4,4,10.0,75,22.0,29.72,0
227,2009,8,15,4,False,0.605392157,67,30,8.5,1,10.0,83,3.0,29.93,0
165,2009,6,14,4,True,0.553047404,64,26,9.6,4,10.0,70,6.0,29.96,0
266,2008,9,22,1,False,0.909340659,66,29,7.3,1,10.0,87,0.0,29.96,0
229,2009,8,17,13,True,0.056580566,62,29,14.2,1,10.0,65,23.0,29.9,33053
203,2009,7,22,16,True,0.259860789,59,27,13.7,2,10.0,70,17.0,29.92,20826
301,2008,10,27,19,True,0.660465116,55,29,9.0,3,10.0,93,15.0,30.16,0
112,2009,4,22,13,True,0.064436183,61,29,13.4,1,10.0,63,20.0,29.88,33296
303,2008,10,29,13,True,0.104524181,56,30,8.3,3,8.0,78,5.0,29.99,22378
217,2009,8,5,4,False,0.592592593,66,26,14.0,4,10.0,90,9.0,30.01,0
113,2009,4,23,16,True,0.286419753,57,26,10.4,3,10.0,51,20.0,29.94,0
258,2008,9,14,10,True,0.167336011,62,29,10.1,3,9.0,73,7.0,30.0,15149
223,2009,8,11,16,True,0.272727273,66,30,9.3,1,10.0,70,18.0,30.0,17905
325,2008,11,20,16,True,0.507512521,57,27,6.6,2,10.0,72,14.0,30.2,4839
285,2008,10,11,19,True,0.62170088,61,31,14.6,0,10.0,42,10.0,30.0,0
115,2009,4,25,4,False,0.5995086,52,26,18.0,2,10.0,83,5.0,30.1,0
27,2009,1,27,10,True,0.135842881,47,36,6.0,1,10.0,34,0.0,30.49,14987
181,2009,6,30,7,True,0.35480226,65,32,8.1,1,10.0,75,0.0,29.81,1645
154,2009,6,3,22,False,0.674259681,61,28,12.9,3,10.0,80,11.0,29.93,0
341,2008,12,6,22,False,1.136206897,51,3,3.6,1,10.0,80,0.0,30.18,0
308,2008,11,3,4,False,0.655555556,58,20,10.6,3,10.0,90,3.0,30.02,0
131,2009,5,11,16,True,0.276269185,57,27,23.5,1,10.0,70,36.0,30.0,20301
262,2008,9,18,10,True,0.168249661,60,26,7.9,1,10.0,56,10.0,30.05,24175
316,2008,11,11,7,True,0.380487805,57,28,10.2,3,10.0,86,7.0,30.21,207
179,2009,6,28,19,True,0.459367946,70,30,11.6,1,9.0,70,15.0,29.78,1996
250,2008,9,6,7,True,0.401564537,75,30,8.6,1,10.0,52,3.0,29.81,4562
194,2009,7,13,1,False,0.774341352,70,28,10.6,0,10.0,83,10.0,30.02,0
186,2009,7,5,16,True,0.256526674,61,27,15.1,1,10.0,63,21.0,30.02,21963
164,2009,6,13,1,False,0.756207675,64,26,10.1,4,10.0,78,8.0,29.93,0
149,2009,5,29,4,True,0.557846506,62,30,7.2,4,10.0,90,0.0,29.95,0
173,2009,6,22,4,True,0.554678692,67,29,10.7,1,10.0,77,0.0,29.82,0
52,2009,2,21,7,True,0.396084337,55,14,6.9,3,10.0,86,3.0,30.05,455
256,2008,9,12,7,True,0.407456724,60,28,11.7,4,10.0,86,5.0,29.9,229
228,2009,8,16,7,True,0.385276074,65,30,11.1,1,10.0,78,0.0,29.93,5831
101,2009,4,11,1,False,0.858056266,54,27,18.0,1,10.0,83,16.0,29.95,0
288,2008,10,14,19,True,0.628148148,65,29,4.9,0,10.0,40,14.0,30.03,0
77,2009,3,18,22,False,0.803867403,58,29,8.0,2,10.0,77,8.0,30.05,0
95,2009,4,5,13,True,0.0625,59,23,3.5,0,10.0,37,5.0,30.06,32087
309,2008,11,4,13,True,0.202229299,55,29,13.3,3,10.0,55,18.0,30.12,21373
67,2009,3,8,22,False,0.828571429,52,26,13.4,1,10.0,61,24.0,29.98,0
27,2009,1,27,13,True,0.158756137,47,36,6.0,1,10.0,35,5.0,30.48,25220
39,2009,2,8,13,True,0.151181102,50,23,9.0,4,10.0,77,10.0,29.91,6027
107,2009,4,17,16,True,0.289836888,57,28,12.1,2,10.0,63,26.0,30.17,18587
5,2009,1,5,16,True,0.492227979,46,4,4.2,4,1.5,96,5.0,30.18,1175
12,2009,1,12,16,True,0.480408859,59,9,9.5,1,10.0,42,16.0,30.23,0
38,2009,2,7,13,True,0.151898734,55,32,5.3,3,10.0,77,0.0,29.85,18365
110,2009,4,20,4,False,0.608966376,75,31,5.5,0,10.0,87,0.0,30.02,0
263,2008,9,19,19,True,0.567346939,63,21,7.3,4,10.0,81,11.0,29.98,0
39,2009,2,8,7,True,0.415748031,50,23,9.0,3,10.0,93,3.0,29.9,0
4,2009,1,4,22,False,1.113989637,42,27,2.4,3,10.0,74,0.0,30.24,0
37,2009,2,6,10,True,0.133333333,53,13,7.5,3,10.0,80,6.0,29.81,7359
311,2008,11,6,16,True,0.491987179,60,30,4.6,0,10.0,63,14.0,30.26,7449
6,2009,1,6,10,True,0.131034483,49,17,3.5,4,8.0,86,6.0,30.3,2312
55,2009,2,24,19,True,0.681073025,55,27,5.3,3,10.0,77,8.0,30.08,135
312,2008,11,7,1,False,0.953376206,62,30,5.2,0,10.0,86,0.0,30.24,0
209,2009,7,28,10,True,0.159624413,62,27,12.8,3,10.0,75,13.0,29.9,7082
32,2009,2,1,1,False,1.003220612,54,32,1.9,0,10.0,86,0.0,30.13,0
289,2008,10,15,22,False,0.900297619,68,29,6.4,0,10.0,70,7.0,30.03,0
54,2009,2,23,16,True,0.414050822,57,17,14.6,3,10.0,81,15.0,30.07,3445
214,2009,8,2,10,True,0.161328588,63,27,13.5,3,10.0,70,14.0,30.02,7779
74,2009,3,15,16,True,0.308228731,55,18,8.2,4,10.0,75,13.0,30.11,4361
366,2008,12,31,7,True,0.439236111,48,30,4.1,4,0.25,96,5.0,30.22,0
252,2008,9,8,13,True,0.069553806,64,31,5.8,1,10.0,59,10.0,29.75,28515
137,2009,5,17,13,True,0.063010502,74,30,9.0,1,10.0,26,15.0,29.87,32018
160,2009,6,9,22,False,0.668552036,62,26,11.2,4,10.0,78,10.0,29.94,0
346,2008,12,11,13,True,0.203125,50,29,4.9,3,9.0,67,5.0,30.1,17127
94,2009,4,4,13,True,0.061357702,53,28,6.0,1,10.0,38,0.0,30.06,33706
148,2009,5,28,13,True,0.060779817,61,31,8.0,1,10.0,63,6.0,29.89,24689
203,2009,7,22,22,False,0.6774942,59,27,13.7,4,10.0,87,9.0,29.92,0
239,2009,8,27,13,True,0.062025316,71,29,9.8,0,10.0,42,13.0,30.0,31028
257,2008,9,13,16,True,0.313333333,61,29,9.0,2,10.0,65,17.0,29.86,14587
11,2009,1,11,19,False,0.788395904,48,3,2.7,2,10.0,51,3.0,30.32,0
230,2009,8,18,1,False,0.830864198,62,29,11.5,3,10.0,87,6.0,29.87,0
182,2009,7,1,4,True,0.558823529,65,31,8.6,4,10.0,75,5.0,29.82,0
15,2009,1,15,19,False,0.780033841,56,13,3.2,1,10.0,64,3.0,30.11,0
21,2009,1,21,10,True,0.134775374,55,4,2.4,4,10.0,75,3.0,30.02,1488
181,2009,6,30,10,True,0.151412429,65,32,8.1,1,10.0,73,7.0,29.82,18567
210,2009,7,29,4,False,0.583529412,65,27,13.6,4,10.0,84,8.0,29.84,0
150,2009,5,30,13,True,0.060571429,61,26,11.2,2,10.0,59,16.0,29.98,28028
70,2009,3,11,13,True,0.056577086,50,28,5.9,1,10.0,41,0.0,30.03,31376
155,2009,6,4,19,True,0.468181818,62,27,8.6,3,10.0,72,13.0,29.94,1734
30,2009,1,30,10,True,0.13452188,52,29,4.8,0,8.0,77,0.0,30.32,0
27,2009,1,27,1,False,1.019639935,47,36,6.0,0,10.0,52,15.0,30.31,0
56,2009,2,25,13,True,0.143916914,56,17,7.6,3,10.0,58,13.0,30.15,21062
272,2008,9,28,19,True,0.589060309,61,30,12.3,1,10.0,87,11.0,29.93,0
87,2009,3,28,1,False,0.902406417,59,28,12.1,0,10.0,80,3.0,29.99,0
193,2009,7,12,13,True,0.051428571,62,28,16.1,2,10.0,55,20.0,30.07,33909
184,2009,7,3,4,True,0.560090703,61,29,14.4,4,10.0,80,10.0,29.92,0
304,2008,10,30,7,True,0.458528951,59,16,8.6,3,7.0,86,0.0,29.85,0
122,2009,5,2,10,True,0.153381643,60,18,11.0,4,10.0,87,8.0,30.07,5369
161,2009,6,10,19,True,0.464932127,62,26,10.5,4,10.0,72,14.0,29.96,1858
125,2009,5,5,10,True,0.150898204,64,23,7.3,4,10.0,87,0.0,30.09,10119
218,2009,8,6,7,True,0.378443114,66,27,12.9,3,10.0,78,9.0,30.02,3997
287,2008,10,13,1,False,0.968980798,64,28,6.4,1,10.0,21,0.0,30.21,0
31,2009,1,31,10,True,0.134087237,51,28,5.0,0,5.0,83,0.0,30.19,15312
270,2008,9,26,4,False,0.668984701,66,29,10.7,0,9.0,87,7.0,29.9,0
274,2008,9,30,10,True,0.168079096,65,29,6.9,2,10.0,70,3.0,30.05,21023
18,2009,1,18,10,True,0.134453782,55,14,2.5,0,4.0,72,8.0,30.29,12545
111,2009,4,21,16,True,0.288198758,74,29,6.7,3,10.0,27,23.0,29.86,16620
12,2009,1,12,13,True,0.173764906,59,9,9.5,2,10.0,50,13.0,30.27,0
142,2009,5,22,7,True,0.353757225,59,27,10.2,3,10.0,77,0.0,29.9,1506
85,2009,3,26,1,False,0.908479139,57,27,15.7,3,10.0,90,17.0,30.08,0
322,2008,11,17,10,True,0.091059603,64,9,1.2,1,6.0,78,3.0,30.15,16124
352,2008,12,17,16,True,0.513089005,43,29,8.4,1,10.0,59,14.0,29.91,6311
100,2009,4,10,22,False,0.755128205,54,27,15.8,2,10.0,80,16.0,29.93,0
58,2009,2,27,4,False,0.651917404,52,32,5.2,1,10.0,74,5.0,30.21,0
82,2009,3,23,16,True,0.303934871,49,29,13.5,1,10.0,57,28.0,30.3,17470
248,2008,9,4,13,True,0.06614786,76,30,6.9,0,10.0,62,6.0,29.79,27741
275,2008,10,1,19,True,0.59631728,66,29,7.8,3,10.0,81,8.0,29.96,178
98,2009,4,8,22,False,0.76,56,21,9.6,2,10.0,75,7.0,30.07,0
33,2009,2,2,10,True,0.135048232,54,7,1.8,1,10.0,72,3.0,30.26,15387
19,2009,1,19,4,False,0.738693467,55,14,1.9,0,10.0,77,0.0,30.24,0
295,2008,10,21,4,False,0.719271624,64,28,4.0,0,10.0,86,3.0,30.17,0
215,2009,8,3,22,False,0.694411415,64,27,11.5,4,10.0,87,17.0,29.99,0
200,2009,7,19,13,True,0.050808314,64,30,13.1,1,10.0,51,16.0,29.88,32484
349,2008,12,14,16,True,0.513937282,45,16,7.8,4,4.0,86,0.0,29.83,223
103,2009,4,13,19,True,0.520965693,55,27,19.6,3,10.0,69,28.0,29.96,516
190,2009,7,9,10,True,0.153758542,60,26,14.7,3,10.0,75,16.0,30.01,29343
242,2009,8,30,10,True,0.166028097,61,27,15.8,2,10.0,75,14.0,29.88,15348
118,2009,4,28,7,True,0.373934227,53,27,14.5,1,10.0,71,14.0,30.11,7452
153,2009,6,2,19,True,0.469248292,60,28,12.2,2,10.0,72,11.0,29.91,1693
32,2009,2,1,13,True,0.156199678,54,32,1.9,0,10.0,29,5.0,30.18,25922
90,2009,3,31,10,True,0.177248677,57,27,12.6,1,9.0,72,3.0,30.12,25419
21,2009,1,21,4,False,0.733777038,55,4,2.4,3,10.0,74,5.0,30.01,0
73,2009,3,14,1,False,0.950980392,51,27,12.9,4,10.0,77,15.0,30.08,0
143,2009,5,23,19,True,0.476905312,53,24,12.7,4,8.0,83,11.0,29.97,524
239,2009,8,27,7,True,0.393670886,71,29,9.8,4,0.25,100,5.0,30.06,5372
28,2009,1,28,19,True,0.746732026,49,27,4.7,1,10.0,90,13.0,30.3,0
119,2009,4,29,7,True,0.373025516,54,27,15.2,1,10.0,74,16.0,30.18,7393
63,2009,3,4,1,False,0.9,50,18,7.9,3,10.0,74,8.0,29.89,0
235,2009,8,23,1,False,0.841051314,62,28,11.6,3,10.0,81,6.0,29.87,0
349,2008,12,14,1,False,1.054006969,45,16,7.8,2,10.0,68,8.0,29.91,0
195,2009,7,14,7,True,0.361970218,73,30,10.4,1,10.0,63,0.0,29.86,7896
131,2009,5,11,13,True,0.063754427,57,27,23.5,1,10.0,60,31.0,30.01,34252
189,2009,7,8,4,True,0.563139932,64,28,17.7,1,10.0,80,11.0,29.91,0
132,2009,5,12,4,False,0.573113208,56,27,19.0,1,10.0,86,13.0,30.05,0
280,2008,10,6,22,False,0.867435159,66,28,10.5,3,10.0,93,21.0,30.1,0
97,2009,4,7,19,True,0.528497409,56,18,9.9,3,10.0,93,13.0,29.92,48
99,2009,4,9,22,False,0.758043758,53,20,8.8,4,10.0,80,8.0,29.88,0
183,2009,7,2,19,True,0.459796149,64,29,12.3,1,10.0,75,18.0,29.88,1953
306,2008,11,1,16,True,0.389589905,63,16,12.8,4,3.0,87,15.0,29.88,683
106,2009,4,16,1,False,0.84256927,52,27,17.2,1,10.0,83,15.0,30.22,0
310,2008,11,5,4,False,0.659744409,53,30,3.8,0,10.0,83,0.0,30.22,0
1,2009,1,1,7,True,0.440207972,47,3,3.8,4,5.0,93,9.0,30.18,0
98,2009,4,8,13,True,0.063225806,56,21,9.6,4,10.0,67,15.0,30.09,6347
344,2008,12,9,7,True,0.419410745,49,6,6.4,1,10.0,57,7.0,30.23,108
273,2008,9,29,22,False,0.843881857,62,28,8.4,0,10.0,81,8.0,29.97,0
123,2009,5,3,13,True,0.06377858,59,23,9.8,4,10.0,75,13.0,30.14,10351
241,2009,8,29,10,True,0.166878981,74,29,12.4,1,10.0,74,0.0,29.9,7263
122,2009,5,2,22,False,0.716183575,60,18,11.0,3,10.0,84,10.0,30.09,0
207,2009,7,26,19,True,0.47251462,63,30,13.0,2,10.0,83,22.0,29.94,1714
341,2008,12,6,7,True,0.415517241,51,3,3.6,1,10.0,86,0.0,30.24,110
46,2009,2,15,19,True,0.701538462,49,13,16.6,4,4.0,93,14.0,29.64,0
217,2009,8,5,7,True,0.377538829,66,26,14.0,4,10.0,84,7.0,30.01,1428
260,2008,9,16,1,False,0.894878706,59,28,12.7,2,10.0,90,11.0,29.97,0
363,2008,12,28,4,False,0.751304348,51,10,2.4,4,10.0,89,3.0,30.38,0
17,2009,1,17,1,False,1.043771044,52,6,1.1,0,10.0,71,0.0,30.24,0
285,2008,10,11,4,False,0.697947214,61,31,14.6,0,10.0,36,14.0,29.93,0
274,2008,9,30,13,True,0.086158192,65,29,6.9,2,10.0,50,9.0,30.01,25702
243,2009,8,31,16,True,0.294494238,63,27,13.9,2,10.0,68,21.0,29.88,17257
132,2009,5,12,10,True,0.148584906,56,27,19.0,1,10.0,56,15.0,30.07,29737
284,2008,10,10,13,True,0.091970803,57,29,17.6,1,10.0,46,26.0,29.94,29016
55,2009,2,24,10,True,0.123695976,55,27,5.3,1,10.0,78,5.0,30.19,19599
95,2009,4,5,16,True,0.296875,59,23,3.5,0,10.0,17,9.0,30.02,17213
273,2008,9,29,7,True,0.421940928,62,28,8.4,4,10.0,87,6.0,29.96,373
144,2009,5,24,16,True,0.268742791,52,25,13.0,4,9.0,77,18.0,29.99,9909
81,2009,3,22,1,False,0.920980926,49,29,22.1,4,10.0,86,10.0,29.95,0
338,2008,12,3,19,False,0.824742268,53,33,3.7,3,9.0,86,6.0,30.09,0
315,2008,11,10,4,False,0.670988655,55,28,8.5,1,10.0,90,5.0,30.02,0
175,2009,6,24,16,True,0.257046223,63,32,7.9,0,10.0,59,6.0,29.85,18600
171,2009,6,20,16,True,0.258173619,59,26,18.8,2,10.0,65,29.0,29.78,20057
348,2008,12,13,13,True,0.20173913,49,29,15.9,3,10.0,51,20.0,29.87,17309
20,2009,1,20,19,True,0.767558528,55,13,1.5,1,10.0,50,0.0,30.04,0
72,2009,3,13,22,False,0.816011236,52,27,11.5,4,10.0,77,13.0,30.1,0
57,2009,2,26,16,True,0.409763314,53,27,11.1,2,10.0,67,22.0,30.18,14907
201,2009,7,20,16,True,0.259259259,61,28,14.6,1,10.0,70,26.0,29.97,21487
61,2009,3,2,1,False,0.906705539,57,19,20.8,3,10.0,87,20.0,29.94,0
263,2008,9,19,1,False,0.902040816,63,21,7.3,1,10.0,78,3.0,29.99,0
73,2009,3,14,13,True,0.057422969,51,27,12.9,4,10.0,64,17.0,30.05,16045
366,2008,12,31,13,True,0.185763889,48,30,4.1,1,2.5,96,3.0,30.2,15177
351,2008,12,16,7,True,0.429319372,43,5,9.3,4,4.0,93,9.0,29.93,0
266,2008,9,22,4,False,0.662087912,66,29,7.3,0,10.0,86,3.0,29.95,0
84,2009,3,25,7,True,0.425876011,55,27,16.1,1,10.0,86,5.0,30.16,3621
251,2008,9,7,10,True,0.166230366,62,29,14.9,1,10.0,68,14.0,29.77,24553
146,2009,5,26,22,False,0.681609195,60,30,10.5,0,10.0,72,10.0,29.85,0
247,2008,9,3,1,False,0.86545925,73,29,7.9,0,10.0,72,6.0,29.84,0
100,2009,4,10,13,True,0.062820513,54,27,15.8,1,10.0,58,8.0,29.88,27081
103,2009,4,13,16,True,0.292249047,55,27,19.6,3,10.0,53,31.0,30.0,17948
120,2009,4,30,1,False,0.808484848,55,27,12.0,1,10.0,77,7.0,30.18,0
239,2009,8,27,22,False,0.74556962,71,29,9.8,3,10.0,61,9.0,29.98,0
1,2009,1,1,19,False,0.80762565,47,3,3.8,0,4.0,86,5.0,30.08,0
236,2009,8,24,19,True,0.511919699,61,27,8.1,1,10.0,75,14.0,29.94,858
112,2009,4,22,10,True,0.158612144,61,29,13.4,1,10.0,61,16.0,29.9,28158
172,2009,6,21,4,True,0.554678692,61,28,15.4,1,10.0,83,16.0,29.84,0
346,2008,12,11,10,True,0.109375,50,29,4.9,3,8.0,72,0.0,30.18,12722
280,2008,10,6,7,True,0.429394813,66,28,10.5,4,9.0,84,5.0,30.07,532
320,2008,11,15,16,True,0.504118616,69,14,5.0,1,10.0,27,0.0,30.05,6614
121,2009,5,1,19,True,0.5,56,17,8.5,4,3.0,90,14.0,29.92,0
334,2008,11,29,13,True,0.208191126,57,12,2.8,2,10.0,75,0.0,30.12,18371
328,2008,11,23,7,True,0.397306397,56,17,4.0,1,9.0,96,5.0,30.04,377
215,2009,8,3,4,False,0.589774078,64,27,11.5,4,9.0,90,5.0,29.99,0
185,2009,7,4,16,True,0.256235828,64,27,11.0,1,10.0,57,17.0,29.97,21778
102,2009,4,12,10,True,0.165605096,56,27,17.5,1,10.0,65,9.0,30.27,28438
159,2009,6,8,16,True,0.261904762,61,26,14.2,3,10.0,67,18.0,29.88,22558
132,2009,5,12,19,True,0.488207547,56,27,19.0,2,10.0,62,25.0,30.02,1278
133,2009,5,13,22,False,0.698823529,58,27,16.6,1,10.0,69,26.0,30.11,0
241,2009,8,29,22,False,0.750318471,74,29,12.4,1,10.0,81,14.0,29.84,0
226,2009,8,14,7,True,0.383863081,63,26,19.3,1,10.0,72,17.0,29.97,6524
52,2009,2,21,16,True,0.417168675,55,14,6.9,4,10.0,62,6.0,30.0,3458
297,2008,10,23,16,True,0.375572519,69,31,4.3,0,10.0,26,11.0,29.97,5542
157,2009,6,6,7,True,0.349602724,62,28,10.6,3,10.0,78,8.0,29.95,6887
278,2008,10,4,1,False,0.941344778,64,26,14.4,4,9.0,93,15.0,29.73,0
157,2009,6,6,1,False,0.758229285,62,28,10.6,2,10.0,80,0.0,29.93,0
223,2009,8,11,19,True,0.490909091,66,30,9.3,3,10.0,87,13.0,30.0,1346
279,2008,10,5,16,True,0.347202296,65,28,11.1,3,10.0,61,11.0,29.99,11566
340,2008,12,5,1,False,1.036206897,54,15,3.5,0,10.0,83,5.0,30.11,0
62,2009,3,3,1,False,0.904069767,54,20,17.3,3,10.0,75,20.0,29.94,0
240,2009,8,28,7,True,0.395171537,78,29,6.6,3,10.0,71,0.0,29.97,4957
359,2008,12,24,19,False,0.820244328,51,14,10.4,4,10.0,77,6.0,29.77,0
299,2008,10,25,19,True,0.655384615,68,29,4.6,0,10.0,49,6.0,29.99,0
143,2009,5,23,1,False,0.770207852,53,24,12.7,4,10.0,83,9.0,29.94,0
32,2009,2,1,16,True,0.44605475,54,32,1.9,0,10.0,29,5.0,30.17,11047
193,2009,7,12,10,True,0.154285714,62,28,16.1,2,10.0,65,14.0,30.07,28764
207,2009,7,26,1,False,0.790643275,63,30,13.0,3,10.0,96,15.0,30.0,0
137,2009,5,17,1,False,0.777129522,74,30,9.0,0,10.0,67,5.0,29.88,0
161,2009,6,10,22,False,0.668552036,62,26,10.5,4,10.0,75,11.0,29.99,0
171,2009,6,20,4,True,0.553551297,59,26,18.8,1,10.0,86,11.0,29.71,0
153,2009,6,2,16,True,0.264236902,60,28,12.2,3,10.0,65,20.0,29.91,17287
29,2009,1,29,13,True,0.157980456,54,10,4.8,0,10.0,46,6.0,30.31,0
163,2009,6,12,19,True,0.463276836,62,26,14.0,3,10.0,72,14.0,29.92,1888
311,2008,11,6,4,False,0.661858974,60,30,4.6,2,10.0,72,0.0,30.29,0
85,2009,3,26,7,True,0.423956931,57,27,15.7,1,10.0,86,11.0,30.05,4074
6,2009,1,6,13,True,0.179310345,49,17,3.5,4,10.0,80,3.0,30.26,15975
149,2009,5,29,16,True,0.266895762,62,30,7.2,3,10.0,55,14.0,29.96,20067
292,2008,10,18,19,True,0.639097744,59,29,10.3,2,10.0,83,11.0,30.03,0
145,2009,5,25,10,True,0.146313364,56,28,10.6,1,10.0,70,9.0,29.96,26571
56,2009,2,25,16,True,0.410979228,56,17,7.6,4,10.0,72,11.0,30.13,5755
35,2009,2,4,19,True,0.728434505,53,20,4.5,4,10.0,75,3.0,29.89,3
294,2008,10,20,13,True,0.099697885,58,27,13.3,2,10.0,58,16.0,30.17,25392
44,2009,2,13,22,False,0.984520124,49,21,8.1,3,10.0,80,6.0,29.97,0
47,2009,2,16,16,True,0.423312883,51,15,12.6,3,10.0,66,17.0,29.64,5516
1,2009,1,1,1,False,1.064124783,47,3,3.8,4,10.0,93,8.0,30.17,0
351,2008,12,16,22,False,1.141361257,43,5,9.3,2,10.0,83,6.0,30.03,0
42,2009,2,11,19,True,0.711388456,49,22,7.7,2,10.0,77,9.0,30.09,0
132,2009,5,12,7,True,0.360849057,56,27,19.0,2,10.0,80,14.0,30.06,8669
216,2009,8,4,19,True,0.481525626,66,27,12.0,1,10.0,73,18.0,29.97,1452
156,2009,6,5,13,True,0.059023837,64,26,8.0,3,10.0,51,14.0,29.95,33393
129,2009,5,9,19,True,0.491103203,58,28,16.8,3,9.0,75,24.0,29.96,1229
271,2008,9,27,7,True,0.418994413,66,29,9.1,1,10.0,93,6.0,29.95,3615
52,2009,2,21,10,True,0.125,55,14,6.9,3,10.0,83,6.0,30.05,15925
191,2009,7,10,19,True,0.462328767,61,28,14.6,2,10.0,75,20.0,29.96,1995
